-1.2	0	4.0266e+08	
-1.2	1e-05	2.6256e+08	
-1.2	0.0001	1.4273e+08	
-1.2	0.001	9.8793e+07	
-1.2	0.01	3.03e+07	
-1.2	0.1	0	
-1.4	0	4.0266e+08	
-1.4	1e-05	2.4196e+08	
-1.4	0.0001	1.3294e+08	
-1.4	0.001	1.0934e+08	
-1.4	0.01	4.3965e+07	
-1.4	0.1	0	
-1.6	0	4.0266e+08	
-1.6	1e-05	2.5032e+08	
-1.6	0.0001	1.5873e+08	
-1.6	0.001	1.3254e+08	
-1.6	0.01	5.0152e+07	
-1.6	0.1	0	
-1.8	0	4.0266e+08	
-1.8	1e-05	1.9762e+08	
-1.8	0.0001	1.34e+08	
-1.8	0.001	1.1584e+08	
-1.8	0.01	6.1514e+07	
-1.8	0.1	0	
-2	0	4.0266e+08	
-2	1e-05	1.4883e+08	
-2	0.0001	1.3264e+08	
-2	0.001	9.5337e+07	
-2	0.01	4.7792e+07	
-2	0.1	0	
-0.2	0	4.0266e+08	
-0.2	1e-05	2.2389e+08	
-0.2	0.0001	1.0256e+08	
-0.2	0.001	7.407e+07	
-0.2	0.01	9.1569e+06	
-0.2	0.1	0	
-0.4	0	4.0266e+08	
-0.4	1e-05	2.4475e+08	
-0.4	0.0001	1.012e+08	
-0.4	0.001	7.0061e+07	
-0.4	0.01	1.0538e+07	
-0.4	0.1	0	
-0.6	0	4.0266e+08	
-0.6	1e-05	2.4407e+08	
-0.6	0.0001	1.1241e+08	
-0.6	0.001	8.6983e+07	
-0.6	0.01	1.6279e+07	
-0.6	0.1	0	
-0.8	0	4.0266e+08	
-0.8	1e-05	2.5833e+08	
-0.8	0.0001	1.1812e+08	
-0.8	0.001	9.3079e+07	
-0.8	0.01	1.628e+07	
-0.8	0.1	0	
-1	0	4.0266e+08	
-1	1e-05	2.0587e+08	
-1	0.0001	1.0639e+08	
-1	0.001	8.7551e+07	
-1	0.01	2.8259e+07	
-1	0.1	0	
