Layer_num	sz	alpha	tau_0	tau_e-5	tau_e-4	tau_e-3	tau_e-2	tau_e-1
4	0	-2.00	0	2	27	27	28	32
4	1	-2.00	0	0	0	0	0	0
4	2	-2.00	0	0	0	0	2	0
4	3	-2.00	0	0	0	0	0	0
4	4	-2.00	0	5	0	0	1	0
4	5	-2.00	32	25	5	5	1	0
5	0	-2.00	0	56	56	56	56	64
5	1	-2.00	0	0	0	0	0	0
5	2	-2.00	0	0	0	0	1	0
5	3	-2.00	0	0	0	0	2	0
5	4	-2.00	0	0	0	0	1	0
5	5	-2.00	64	8	8	8	4	0
6	0	-2.00	0	3	34	54	54	64
6	1	-2.00	0	0	0	0	0	0
6	2	-2.00	0	0	0	0	0	0
6	3	-2.00	0	0	0	0	0	0
6	4	-2.00	0	0	13	0	1	0
6	5	-2.00	64	61	17	10	9	0
7	0	-2.00	0	55	55	55	55	64
7	1	-2.00	0	0	0	0	0	0
7	2	-2.00	0	0	0	0	0	0
7	3	-2.00	0	0	0	0	0	0
7	4	-2.00	0	0	0	0	1	0
7	5	-2.00	64	9	9	9	8	0
8	0	-2.00	0	2	4	8	48	64
8	1	-2.00	0	0	0	0	13	0
8	2	-2.00	0	0	0	2	3	0
8	3	-2.00	0	0	0	4	0	0
8	4	-2.00	0	0	0	3	0	0
8	5	-2.00	64	62	60	47	0	0
0	0	-3.00	0	3	3	3	3	11
0	1	-3.00	0	0	0	0	0	1
0	2	-3.00	0	0	0	0	0	2
0	3	-3.00	0	0	0	0	0	2
0	4	-3.00	0	0	0	0	1	0
0	5	-3.00	16	13	13	13	12	0
1	0	-3.00	0	24	24	24	24	29
1	1	-3.00	0	0	0	0	0	0
1	2	-3.00	0	0	0	0	0	0
1	3	-3.00	0	0	0	0	0	1
1	4	-3.00	0	0	0	0	1	1
1	5	-3.00	32	8	8	8	7	1
2	0	-3.00	0	1	15	19	19	32
2	1	-3.00	0	0	0	0	0	0
2	2	-3.00	0	0	0	0	2	0
2	3	-3.00	0	0	1	0	1	0
2	4	-3.00	0	0	0	1	3	0
2	5	-3.00	32	31	16	12	7	0
3	0	-3.00	0	26	26	26	27	32
3	1	-3.00	0	0	0	1	0	0
3	2	-3.00	0	0	0	0	0	0
3	3	-3.00	0	0	0	0	0	0
3	4	-3.00	0	0	0	0	1	0
3	5	-3.00	32	6	6	5	4	0
4	0	-3.00	0	1	21	23	24	32
4	1	-3.00	0	0	0	0	0	0
4	2	-3.00	0	0	0	0	1	0
4	3	-3.00	0	0	0	0	1	0
4	4	-3.00	0	2	1	1	3	0
4	5	-3.00	32	29	10	8	3	0
5	0	-3.00	0	49	49	49	49	64
5	1	-3.00	0	0	0	0	0	0
5	2	-3.00	0	0	0	0	0	0
5	3	-3.00	0	0	0	0	0	0
5	4	-3.00	0	0	0	0	1	0
5	5	-3.00	64	15	15	15	14	0
6	0	-3.00	0	2	41	53	53	64
6	1	-3.00	0	0	0	0	0	0
6	2	-3.00	0	0	0	0	0	0
6	3	-3.00	0	0	1	0	0	0
6	4	-3.00	0	0	3	0	0	0
6	5	-3.00	64	62	19	11	11	0
7	0	-3.00	0	54	54	54	54	64
7	1	-3.00	0	0	0	0	0	0
