0	0	-1.00	12	12	12	15	16
0	1	-1.00	0	0	0	1	0
0	2	-1.00	0	0	0	0	0
0	3	-1.00	0	0	0	0	0
0	4	-1.00	0	0	0	0	0
0	5	-1.00	4	4	4	0	0
1	0	-1.00	27	32	32	32	32
1	1	-1.00	0	0	0	0	0
1	2	-1.00	0	0	0	0	0
1	3	-1.00	5	0	0	0	0
1	4	-1.00	0	0	0	0	0
1	5	-1.00	0	0	0	0	0
2	0	-1.00	11	32	32	32	32
2	1	-1.00	1	0	0	0	0
2	2	-1.00	3	0	0	0	0
2	3	-1.00	10	0	0	0	0
2	4	-1.00	5	0	0	0	0
2	5	-1.00	2	0	0	0	0
3	0	-1.00	8	32	32	32	32
3	1	-1.00	0	0	0	0	0
3	2	-1.00	6	0	0	0	0
3	3	-1.00	11	0	0	0	0
3	4	-1.00	6	0	0	0	0
3	5	-1.00	1	0	0	0	0
4	0	-1.00	9	32	32	32	32
4	1	-1.00	3	0	0	0	0
4	2	-1.00	4	0	0	0	0
4	3	-1.00	8	0	0	0	0
4	4	-1.00	6	0	0	0	0
4	5	-1.00	2	0	0	0	0
5	0	-1.00	17	59	59	59	64
5	1	-1.00	0	0	0	0	0
5	2	-1.00	8	0	0	0	0
5	3	-1.00	15	0	0	3	0
5	4	-1.00	17	0	0	2	0
5	5	-1.00	7	5	5	0	0
6	0	-1.00	0	57	57	57	64
6	1	-1.00	0	0	0	0	0
6	2	-1.00	0	0	0	0	0
6	3	-1.00	2	0	0	1	0
6	4	-1.00	18	0	0	5	0
6	5	-1.00	44	7	7	1	0
7	0	-1.00	0	57	57	57	64
7	1	-1.00	0	0	0	0	0
7	2	-1.00	1	0	0	0	0
7	3	-1.00	7	0	0	5	0
7	4	-1.00	37	0	0	2	0
7	5	-1.00	19	7	7	0	0
8	0	-1.00	0	11	24	63	64
8	1	-1.00	0	2	2	1	0
8	2	-1.00	0	3	2	0	0
8	3	-1.00	0	1	5	0	0
8	4	-1.00	3	6	10	0	0
8	5	-1.00	61	41	21	0	0
0	0	-1.50	9	9	9	11	16
0	1	-1.50	0	0	0	1	0
0	2	-1.50	0	0	0	2	0
0	3	-1.50	0	0	0	1	0
0	4	-1.50	0	0	0	1	0
0	5	-1.50	7	7	7	0	0
1	0	-1.50	30	32	32	32	32
1	1	-1.50	0	0	0	0	0
1	2	-1.50	0	0	0	0	0
1	3	-1.50	2	0	0	0	0
1	4	-1.50	0	0	0	0	0
1	5	-1.50	0	0	0	0	0
2	0	-1.50	19	32	32	32	32
2	1	-1.50	1	0	0	0	0
2	2	-1.50	5	0	0	0	0
2	3	-1.50	5	0	0	0	0
2	4	-1.50	1	0	0	0	0
2	5	-1.50	1	0	0	0	0
3	0	-1.50	16	28	28	28	32
3	1	-1.50	0	0	0	0	0
3	2	-1.50	3	0	0	0	0
3	3	-1.50	4	0	0	1	0
3	4	-1.50	5	0	0	2	0
3	5	-1.50	4	4	4	1	0
4	0	-1.50	0	28	28	28	32
4	1	-1.50	1	0	0	0	0
4	2	-1.50	7	0	0	1	0
4	3	-1.50	5	0	0	2	0
4	4	-1.50	7	0	1	0	0
4	5	-1.50	12	4	3	1	0
5	0	-1.50	18	59	59	59	64
5	1	-1.50	0	0	0	0	0
5	2	-1.50	9	0	0	0	0
5	3	-1.50	8	0	0	2	0
5	4	-1.50	20	0	0	2	0
5	5	-1.50	9	5	5	1	0
6	0	-1.50	0	52	56	56	64
6	1	-1.50	0	2	0	0	0
6	2	-1.50	0	1	0	0	0
6	3	-1.50	1	1	0	0	0
6	4	-1.50	5	0	0	6	0
6	5	-1.50	58	8	8	2	0
7	0	-1.50	0	57	57	57	64
7	1	-1.50	0	0	0	0	0
7	2	-1.50	2	0	0	0	0
7	3	-1.50	6	0	0	2	0
7	4	-1.50	36	0	0	2	0
7	5	-1.50	20	7	7	3	0
8	0	-1.50	0	6	14	58	64
8	1	-1.50	0	0	1	5	0
8	2	-1.50	0	0	4	1	0
8	3	-1.50	0	0	3	0	0
8	4	-1.50	1	2	13	0	0
8	5	-1.50	63	56	29	0	0
0	0	-2.00	9	9	9	9	16
0	1	-2.00	0	0	0	0	0
0	2	-2.00	0	0	0	0	0
0	3	-2.00	0	0	0	2	0
0	4	-2.00	0	0	0	4	0
0	5	-2.00	7	7	7	1	0
1	0	-2.00	27	30	30	30	32
1	1	-2.00	1	0	0	0	0
1	2	-2.00	1	0	0	0	0
1	3	-2.00	0	0	0	0	0
1	4	-2.00	0	0	0	1	0
1	5	-2.00	3	2	2	1	0
2	0	-2.00	16	28	30	30	32
2	1	-2.00	2	0	0	1	0
2	2	-2.00	1	0	1	0	0
2	3	-2.00	4	1	0	0	0
2	4	-2.00	3	2	0	1	0
2	5	-2.00	6	1	1	0	0
3	0	-2.00	9	28	28	29	32
3	1	-2.00	0	0	0	0	0
3	2	-2.00	8	0	1	0	0
3	3	-2.00	5	0	0	0	0
3	4	-2.00	6	0	0	0	0
3	5	-2.00	4	4	3	3	0
4	0	-2.00	0	27	27	27	32
4	1	-2.00	0	0	0	1	0
4	2	-2.00	0	0	0	0	0
4	3	-2.00	3	0	0	2	0
4	4	-2.00	9	0	1	2	0
4	5	-2.00	20	5	4	0	0
5	0	-2.00	31	55	55	55	64
5	1	-2.00	0	0	0	0	0
5	2	-2.00	5	0	0	0	0
5	3	-2.00	9	0	0	1	0
5	4	-2.00	10	0	0	3	0
5	5	-2.00	9	9	9	5	0
6	0	-2.00	0	15	54	54	64
6	1	-2.00	0	7	0	0	0
6	2	-2.00	1	13	0	0	0
6	3	-2.00	1	10	0	0	0
6	4	-2.00	1	7	0	0	0
6	5	-2.00	61	12	10	10	0
7	0	-2.00	3	55	55	55	64
7	1	-2.00	0	0	0	0	0
7	2	-2.00	1	0	0	0	0
7	3	-2.00	7	0	0	0	0
7	4	-2.00	33	0	0	0	0
7	5	-2.00	20	9	9	9	0
8	0	-2.00	0	3	7	29	64
8	1	-2.00	0	0	0	33	0
8	2	-2.00	0	0	2	2	0
8	3	-2.00	0	1	3	0	0
8	4	-2.00	1	0	7	0	0
8	5	-2.00	63	60	45	0	0
0	0	-2.50	8	8	8	8	14
0	1	-2.50	0	0	0	0	1
0	2	-2.50	0	0	0	0	1
0	3	-2.50	0	0	0	0	0
0	4	-2.50	0	0	0	1	0
0	5	-2.50	8	8	8	7	0
1	0	-2.50	24	25	25	25	31
1	1	-2.50	0	0	0	0	0
1	2	-2.50	0	0	0	0	1
1	3	-2.50	1	0	0	0	0
1	4	-2.50	0	0	0	2	0
1	5	-2.50	7	7	7	5	0
2	0	-2.50	0	14	25	25	32
2	1	-2.50	0	0	0	0	0
2	2	-2.50	0	5	0	1	0
2	3	-2.50	0	2	0	1	0
2	4	-2.50	0	2	0	2	0
2	5	-2.50	32	9	7	3	0
3	0	-2.50	12	28	28	28	31
3	1	-2.50	0	0	0	0	0
3	2	-2.50	3	0	0	0	0
3	3	-2.50	8	0	0	0	1
3	4	-2.50	5	0	0	0	0
3	5	-2.50	4	4	4	4	0
4	0	-2.50	0	17	25	26	32
4	1	-2.50	0	0	0	1	0
4	2	-2.50	0	1	0	2	0
4	3	-2.50	0	2	0	2	0
4	4	-2.50	2	3	1	0	0
4	5	-2.50	30	9	6	1	0
5	0	-2.50	26	53	53	53	64
5	1	-2.50	0	0	0	0	0
5	2	-2.50	5	0	0	0	0
5	3	-2.50	11	0	0	2	0
5	4	-2.50	11	0	0	3	0
5	5	-2.50	11	11	11	6	0
6	0	-2.50	0	6	53	53	64
6	1	-2.50	0	1	0	0	0
6	2	-2.50	0	2	0	0	0
6	3	-2.50	2	3	0	0	0
6	4	-2.50	2	13	0	1	0
6	5	-2.50	60	39	11	10	0
7	0	-2.50	1	54	54	54	64
7	1	-2.50	0	0	0	0	0
7	2	-2.50	0	0	0	0	0
7	3	-2.50	12	0	0	0	0
7	4	-2.50	35	0	0	1	0
7	5	-2.50	16	10	10	9	0
8	0	-2.50	0	4	7	14	64
8	1	-2.50	0	0	0	24	0
8	2	-2.50	0	0	2	24	0
8	3	-2.50	0	0	0	2	0
8	4	-2.50	0	1	1	0	0
8	5	-2.50	64	59	54	0	0
0	0	-3.00	6	6	6	6	10
0	1	-3.00	0	0	0	0	2
0	2	-3.00	0	0	0	0	3
0	3	-3.00	0	0	0	0	1
0	4	-3.00	0	0	0	1	0
0	5	-3.00	10	10	10	9	0
1	0	-3.00	22	23	23	23	24
1	1	-3.00	0	0	0	0	3
1	2	-3.00	0	0	0	0	2
1	3	-3.00	0	0	0	0	0
1	4	-3.00	1	0	0	0	3
1	5	-3.00	9	9	9	9	0
2	0	-3.00	0	9	17	18	29
2	1	-3.00	0	0	0	1	1
2	2	-3.00	0	0	2	2	0
2	3	-3.00	0	4	0	2	2
2	4	-3.00	0	2	0	1	0
2	5	-3.00	32	17	13	8	0
3	0	-3.00	11	25	25	25	28
3	1	-3.00	0	0	0	0	1
3	2	-3.00	2	0	0	1	0
3	3	-3.00	7	0	0	1	2
3	4	-3.00	5	0	0	1	0
3	5	-3.00	7	7	7	4	1
4	0	-3.00	1	15	22	25	30
4	1	-3.00	0	1	0	0	2
4	2	-3.00	0	0	1	0	0
4	3	-3.00	0	1	1	1	0
4	4	-3.00	1	1	0	2	0
4	5	-3.00	30	14	8	4	0
5	0	-3.00	22	49	49	49	52
5	1	-3.00	0	0	0	0	5
5	2	-3.00	3	0	0	1	6
5	3	-3.00	13	0	0	0	0
5	4	-3.00	9	0	0	1	1
5	5	-3.00	17	15	15	13	0
6	0	-3.00	0	15	50	50	53
6	1	-3.00	0	4	0	0	1
6	2	-3.00	0	4	0	0	5
6	3	-3.00	1	5	0	0	2
6	4	-3.00	1	10	0	1	3
6	5	-3.00	62	26	14	13	0
7	0	-3.00	1	54	54	54	60
7	1	-3.00	0	0	0	0	4
7	2	-3.00	2	0	0	0	0
7	3	-3.00	10	0	0	0	0
7	4	-3.00	32	0	0	0	0
7	5	-3.00	19	10	10	10	0
8	0	-3.00	0	2	5	7	64
8	1	-3.00	0	0	1	4	0
8	2	-3.00	0	0	0	39	0
8	3	-3.00	0	2	1	13	0
8	4	-3.00	0	2	2	1	0
8	5	-3.00	64	58	55	0	0
0	0	-3.50	1	1	1	1	2
0	1	-3.50	0	0	0	0	0
0	2	-3.50	0	0	0	0	0
0	3	-3.50	0	0	0	0	8
0	4	-3.50	0	0	0	0	6
0	5	-3.50	15	15	15	15	0
1	0	-3.50	16	19	19	20	21
1	1	-3.50	0	1	1	0	1
1	2	-3.50	0	0	0	0	1
1	3	-3.50	3	0	0	1	1
1	4	-3.50	1	0	0	1	5
1	5	-3.50	12	12	12	10	3
2	0	-3.50	0	1	14	15	18
2	1	-3.50	0	1	0	1	4
2	2	-3.50	0	0	2	1	3
2	3	-3.50	0	6	2	1	1
2	4	-3.50	0	4	0	3	3
2	5	-3.50	32	20	14	11	3
3	0	-3.50	13	20	20	20	22
3	1	-3.50	0	0	0	0	0
3	2	-3.50	0	0	0	1	3
3	3	-3.50	2	0	0	0	3
3	4	-3.50	5	0	1	0	2
3	5	-3.50	12	12	11	11	2
4	0	-3.50	0	4	16	18	24
4	1	-3.50	0	1	3	3	2
4	2	-3.50	0	1	2	0	3
4	3	-3.50	0	3	0	1	0
4	4	-3.50	1	3	1	3	2
4	5	-3.50	31	20	10	7	1
5	0	-3.50	28	45	45	45	46
5	1	-3.50	0	0	0	0	3
5	2	-3.50	2	0	0	0	1
5	3	-3.50	9	0	0	0	4
5	4	-3.50	6	0	0	2	6
5	5	-3.50	19	19	19	17	4
6	0	-3.50	0	14	46	46	48
6	1	-3.50	0	3	0	0	0
6	2	-3.50	0	2	0	1	2
6	3	-3.50	0	5	0	1	0
6	4	-3.50	0	11	0	0	4
6	5	-3.50	64	29	18	16	10
7	0	-3.50	4	48	48	48	52
7	1	-3.50	0	0	2	2	4
7	2	-3.50	4	0	0	0	1
7	3	-3.50	12	0	0	0	4
7	4	-3.50	17	1	0	1	3
7	5	-3.50	27	15	14	13	0
8	0	-3.50	0	0	0	0	50
8	1	-3.50	0	0	0	0	14
8	2	-3.50	0	0	0	14	0
8	3	-3.50	0	0	0	33	0
8	4	-3.50	0	0	0	17	0
8	5	-3.50	64	64	64	0	0
0	0	-3.60	1	1	1	1	1
0	1	-3.60	0	0	0	0	0
0	2	-3.60	0	0	0	0	3
0	3	-3.60	0	0	0	0	2
0	4	-3.60	0	0	0	0	5
0	5	-3.60	15	15	15	15	5
1	0	-3.60	14	14	14	14	15
1	1	-3.60	0	0	0	1	0
1	2	-3.60	0	0	0	0	2
1	3	-3.60	0	0	0	0	4
1	4	-3.60	0	0	0	0	5
1	5	-3.60	18	18	18	17	6
