Layer_num	sz	alpha	tau_0	tau_e-5	tau_e-4	tau_e-3	tau_e-2	tau_e-1
13	2	-2.00	0	0	0	0	0	0
13	3	-2.00	64	12	12	12	12	0
14	0	-2.00	0	0	8	16	26	64
14	1	-2.00	0	0	0	0	0	0
14	2	-2.00	0	0	0	2	4	0
14	3	-2.00	64	64	56	46	34	0
15	0	-2.00	0	63	63	63	63	64
15	1	-2.00	0	0	0	0	0	0
15	2	-2.00	0	0	0	0	0	0
15	3	-2.00	64	1	1	1	1	0
16	0	-2.00	0	12	37	54	62	64
16	1	-2.00	0	0	6	1	1	0
16	2	-2.00	0	3	6	2	0	0
16	3	-2.00	64	49	15	7	1	0
17	0	-2.00	0	64	64	64	64	64
17	1	-2.00	0	0	0	0	0	0
17	2	-2.00	0	0	0	0	0	0
17	3	-2.00	64	0	0	0	0	0
18	0	-2.00	0	64	64	64	64	64
18	1	-2.00	0	0	0	0	0	0
18	2	-2.00	0	0	0	0	0	0
18	3	-2.00	64	0	0	0	0	0
0	0	-3.00	0	1	1	1	1	3
0	1	-3.00	0	0	0	0	1	0
0	2	-3.00	0	0	0	0	0	3
0	3	-3.00	16	15	15	15	14	10
1	0	-3.00	0	0	0	0	0	3
1	1	-3.00	0	0	0	0	0	2
1	2	-3.00	0	0	0	0	0	3
1	3	-3.00	16	16	16	16	16	8
2	0	-3.00	0	0	0	0	0	3
2	1	-3.00	0	0	0	0	0	0
2	2	-3.00	0	0	0	0	0	4
2	3	-3.00	16	16	16	16	16	9
3	0	-3.00	0	3	3	3	3	9
3	1	-3.00	0	0	0	0	0	0
3	2	-3.00	0	0	0	0	0	4
3	3	-3.00	16	13	13	13	13	3
4	0	-3.00	0	0	0	0	0	7
4	1	-3.00	0	0	0	0	0	2
4	2	-3.00	0	0	0	0	0	5
4	3	-3.00	16	16	16	16	16	2
5	0	-3.00	0	0	0	0	0	2
5	1	-3.00	0	0	0	0	0	0
5	2	-3.00	0	0	0	0	0	1
5	3	-3.00	16	16	16	16	16	13
6	0	-3.00	0	0	0	0	0	5
6	1	-3.00	0	0	0	0	0	1
6	2	-3.00	0	0	0	0	0	1
6	3	-3.00	16	16	16	16	16	9
7	0	-3.00	0	5	5	5	5	24
7	1	-3.00	0	0	0	0	0	0
7	2	-3.00	0	0	0	0	0	2
7	3	-3.00	32	27	27	27	27	6
8	0	-3.00	0	0	0	1	1	15
8	1	-3.00	0	0	0	0	0	0
8	2	-3.00	0	0	0	0	0	1
8	3	-3.00	32	32	32	31	31	16
9	0	-3.00	0	2	2	2	2	18
9	1	-3.00	0	0	0	0	0	0
9	2	-3.00	0	0	0	0	0	0
9	3	-3.00	32	30	30	30	30	14
10	0	-3.00	0	0	0	1	2	19
10	1	-3.00	0	0	0	0	0	0
10	2	-3.00	0	0	0	0	0	0
10	3	-3.00	32	32	32	31	30	13
11	0	-3.00	0	10	10	10	10	20
11	1	-3.00	0	0	0	0	0	0
11	2	-3.00	0	0	0	0	0	0
11	3	-3.00	32	22	22	22	22	12
12	0	-3.00	0	0	2	2	4	18
12	1	-3.00	0	0	0	0	0	0
12	2	-3.00	0	0	0	0	1	4
12	3	-3.00	32	32	30	30	27	10
13	0	-3.00	0	11	11	11	11	40
13	1	-3.00	0	0	0	0	0	0
13	2	-3.00	0	0	0	0	0	3
13	3	-3.00	64	53	53	53	53	21
14	0	-3.00	0	0	1	18	25	48
14	1	-3.00	0	0	0	0	0	0
14	2	-3.00	0	0	0	0	0	0
14	3	-3.00	64	64	63	46	39	16
15	0	-3.00	0	34	34	34	34	49
15	1	-3.00	0	0	0	0	0	0
15	2	-3.00	0	0	0	0	0	0
15	3	-3.00	64	30	30	30	30	15
16	0	-3.00	0	0	3	15	19	54
16	1	-3.00	0	0	0	0	0	0
16	2	-3.00	0	0	0	0	0	1
16	3	-3.00	64	64	61	49	45	9
17	0	-3.00	0	64	64	64	64	64
17	1	-3.00	0	0	0	0	0	0
17	2	-3.00	0	0	0	0	0	0
17	3	-3.00	64	0	0	0	0	0
18	0	-3.00	0	64	64	64	64	64
18	1	-3.00	0	0	0	0	0	0
18	2	-3.00	0	0	0	0	0	0
18	3	-3.00	64	0	0	0	0	0
0	0	-4.00	0	0	0	0	0	0
0	1	-4.00	0	0	0	0	0	0
0	2	-4.00	0	0	0	0	0	0
0	3	-4.00	16	16	16	16	16	16
1	0	-4.00	0	0	0	0	0	0
1	1	-4.00	0	0	0	0	0	0
1	2	-4.00	0	0	0	0	0	0
1	3	-4.00	16	16	16	16	16	16
2	0	-4.00	0	0	0	0	0	0
2	1	-4.00	0	0	0	0	0	0
2	2	-4.00	0	0	0	0	0	0
2	3	-4.00	16	16	16	16	16	16
3	0	-4.00	0	0	0	0	0	0
3	1	-4.00	0	0	0	0	0	0
3	2	-4.00	0	0	0	0	0	0
3	3	-4.00	16	16	16	16	16	16
4	0	-4.00	0	0	0	0	0	0
4	1	-4.00	0	0	0	0	0	0
4	2	-4.00	0	0	0	0	0	0
4	3	-4.00	16	16	16	16	16	16
5	0	-4.00	0	0	0	0	0	0
5	1	-4.00	0	0	0	0	0	0
5	2	-4.00	0	0	0	0	0	0
5	3	-4.00	16	16	16	16	16	16
6	0	-4.00	0	0	0	0	0	0
6	1	-4.00	0	0	0	0	0	0
6	2	-4.00	0	0	0	0	0	0
6	3	-4.00	16	16	16	16	16	16
7	0	-4.00	0	0	0	0	0	0
7	1	-4.00	0	0	0	0	0	0
7	2	-4.00	0	0	0	0	0	0
7	3	-4.00	32	32	32	32	32	32
8	0	-4.00	0	0	0	0	0	0
