0	0	-1.00	0	4	4	4	7	16
0	1	-1.00	0	0	0	1	5	0
0	2	-1.00	0	0	0	2	3	0
0	3	-1.00	16	12	12	9	1	0
1	0	-1.00	0	16	16	16	16	16
1	1	-1.00	0	0	0	0	0	0
1	2	-1.00	0	0	0	0	0	0
1	3	-1.00	16	0	0	0	0	0
2	0	-1.00	0	16	16	16	16	16
2	1	-1.00	0	0	0	0	0	0
2	2	-1.00	0	0	0	0	0	0
2	3	-1.00	16	0	0	0	0	0
3	0	-1.00	0	14	15	15	15	16
3	1	-1.00	0	0	0	0	0	0
3	2	-1.00	0	1	0	0	1	0
3	3	-1.00	16	1	1	1	0	0
4	0	-1.00	0	3	15	15	15	16
4	1	-1.00	0	1	0	0	0	0
4	2	-1.00	0	2	0	0	1	0
4	3	-1.00	16	10	1	1	0	0
5	0	-1.00	0	16	16	16	16	16
5	1	-1.00	0	0	0	0	0	0
5	2	-1.00	0	0	0	0	0	0
5	3	-1.00	16	0	0	0	0	0
6	0	-1.00	0	15	16	16	16	16
6	1	-1.00	0	0	0	0	0	0
6	2	-1.00	0	1	0	0	0	0
6	3	-1.00	16	0	0	0	0	0
7	0	-1.00	0	31	31	31	31	32
7	1	-1.00	0	0	0	0	0	0
7	2	-1.00	0	0	0	0	1	0
7	3	-1.00	32	1	1	1	0	0
8	0	-1.00	0	15	30	31	31	32
8	1	-1.00	0	6	0	0	0	0
8	2	-1.00	0	3	1	0	0	0
8	3	-1.00	32	8	1	1	1	0
9	0	-1.00	0	31	32	32	32	32
9	1	-1.00	0	1	0	0	0	0
9	2	-1.00	0	0	0	0	0	0
9	3	-1.00	32	0	0	0	0	0
10	0	-1.00	0	27	32	32	32	32
10	1	-1.00	0	2	0	0	0	0
10	2	-1.00	0	3	0	0	0	0
10	3	-1.00	32	0	0	0	0	0
11	0	-1.00	0	26	32	32	32	32
11	1	-1.00	0	1	0	0	0	0
11	2	-1.00	0	3	0	0	0	0
11	3	-1.00	32	2	0	0	0	0
12	0	-1.00	0	28	32	32	32	32
12	1	-1.00	0	3	0	0	0	0
12	2	-1.00	0	1	0	0	0	0
12	3	-1.00	32	0	0	0	0	0
13	0	-1.00	0	62	64	64	64	64
13	1	-1.00	0	0	0	0	0	0
13	2	-1.00	0	2	0	0	0	0
13	3	-1.00	64	0	0	0	0	0
14	0	-1.00	0	31	64	64	64	64
14	1	-1.00	0	11	0	0	0	0
14	2	-1.00	0	15	0	0	0	0
14	3	-1.00	64	7	0	0	0	0
15	0	-1.00	0	31	60	60	60	64
15	1	-1.00	0	9	0	0	0	0
15	2	-1.00	0	13	0	0	0	0
15	3	-1.00	64	11	4	4	4	0
16	0	-1.00	0	15	47	49	54	64
16	1	-1.00	0	3	0	0	4	0
16	2	-1.00	0	14	2	1	2	0
16	3	-1.00	64	32	15	14	4	0
17	0	-1.00	0	31	62	62	62	64
17	1	-1.00	0	6	0	0	0	0
17	2	-1.00	0	22	0	0	0	0
17	3	-1.00	64	5	2	2	2	0
18	0	-1.00	0	24	49	56	61	64
18	1	-1.00	0	4	1	0	1	0
18	2	-1.00	0	12	4	1	1	0
18	3	-1.00	64	24	10	7	1	0
0	0	-2.00	0	2	2	2	2	11
0	1	-2.00	0	0	0	0	3	4
0	2	-2.00	0	0	0	0	4	1
0	3	-2.00	16	14	14	14	7	0
1	0	-2.00	0	13	13	13	13	16
1	1	-2.00	0	0	0	0	0	0
1	2	-2.00	0	0	0	0	1	0
1	3	-2.00	16	3	3	3	2	0
2	0	-2.00	0	0	4	11	11	16
2	1	-2.00	0	0	1	0	1	0
2	2	-2.00	0	0	5	0	3	0
2	3	-2.00	16	16	6	5	1	0
3	0	-2.00	0	16	16	16	16	16
3	1	-2.00	0	0	0	0	0	0
3	2	-2.00	0	0	0	0	0	0
3	3	-2.00	16	0	0	0	0	0
4	0	-2.00	0	16	16	16	16	16
4	1	-2.00	0	0	0	0	0	0
4	2	-2.00	0	0	0	0	0	0
4	3	-2.00	16	0	0	0	0	0
5	0	-2.00	0	13	13	13	13	16
5	1	-2.00	0	0	0	0	0	0
5	2	-2.00	0	0	0	0	0	0
5	3	-2.00	16	3	3	3	3	0
6	0	-2.00	0	0	6	13	13	16
6	1	-2.00	0	0	1	0	0	0
6	2	-2.00	0	0	3	0	2	0
6	3	-2.00	16	16	6	3	1	0
7	0	-2.00	0	16	16	16	16	32
7	1	-2.00	0	0	0	0	0	0
7	2	-2.00	0	0	0	0	0	0
7	3	-2.00	32	16	16	16	16	0
8	0	-2.00	0	0	4	16	16	30
8	1	-2.00	0	0	0	0	1	2
8	2	-2.00	0	0	1	0	1	0
8	3	-2.00	32	32	27	16	14	0
9	0	-2.00	0	17	19	19	19	25
9	1	-2.00	0	0	0	0	0	7
9	2	-2.00	0	2	0	0	0	0
9	3	-2.00	32	13	13	13	13	0
10	0	-2.00	0	1	4	18	18	32
10	1	-2.00	0	0	4	0	1	0
10	2	-2.00	0	0	4	0	3	0
10	3	-2.00	32	31	20	14	10	0
11	0	-2.00	0	30	32	32	32	32
11	1	-2.00	0	1	0	0	0	0
11	2	-2.00	0	1	0	0	0	0
11	3	-2.00	32	0	0	0	0	0
12	0	-2.00	0	30	32	32	32	32
12	1	-2.00	0	0	0	0	0	0
12	2	-2.00	0	1	0	0	0	0
12	3	-2.00	32	1	0	0	0	0
13	0	-2.00	0	49	52	52	52	64
13	1	-2.00	0	1	0	0	0	0
13	2	-2.00	0	1	0	0	0	0
13	3	-2.00	64	13	12	12	12	0
14	0	-2.00	0	1	5	27	34	64
14	1	-2.00	0	1	0	0	1	0
14	2	-2.00	0	1	6	2	4	0
