Layer_num	sz	alpha	tau_0	tau_e-5	tau_e-4	tau_e-3	tau_e-2	tau_e-1
3	4	-3.00	0	0	0	0	0	0
3	5	-3.00	32	0	0	0	0	0
4	0	-3.00	0	32	32	32	32	32
4	1	-3.00	0	0	0	0	0	0
4	2	-3.00	0	0	0	0	0	0
4	3	-3.00	0	0	0	0	0	0
4	4	-3.00	0	0	0	0	0	0
4	5	-3.00	32	0	0	0	0	0
5	0	-3.00	0	54	59	59	59	64
5	1	-3.00	0	0	0	0	0	0
5	2	-3.00	0	2	0	0	0	0
5	3	-3.00	0	1	0	0	0	0
5	4	-3.00	0	1	0	0	0	0
5	5	-3.00	64	6	5	5	5	0
6	0	-3.00	0	1	2	52	56	64
6	1	-3.00	0	0	0	0	0	0
6	2	-3.00	0	0	0	0	0	0
6	3	-3.00	0	0	0	2	0	0
6	4	-3.00	0	0	0	2	1	0
6	5	-3.00	64	63	62	8	7	0
7	0	-3.00	0	20	55	55	55	64
7	1	-3.00	0	6	0	0	0	0
7	2	-3.00	0	11	0	0	0	0
7	3	-3.00	0	9	0	0	0	0
7	4	-3.00	0	9	0	0	6	0
7	5	-3.00	64	9	9	9	3	0
8	0	-3.00	0	1	1	1	3	64
8	1	-3.00	0	0	0	0	0	0
8	2	-3.00	0	0	0	0	23	0
8	3	-3.00	0	0	0	0	33	0
8	4	-3.00	0	0	0	0	5	0
8	5	-3.00	64	63	63	63	0	0
