0	0	-0.20	0	57	57	57	57	64
0	1	-0.20	0	0	0	0	0	0
0	2	-0.20	0	0	0	0	1	0
0	3	-0.20	0	0	0	0	4	0
0	4	-0.20	0	0	0	0	2	0
0	5	-0.20	64	7	7	7	0	0
1	0	-0.20	0	1	62	62	62	64
1	1	-0.20	0	1	0	0	0	0
1	2	-0.20	0	0	0	0	0	0
1	3	-0.20	0	7	0	0	0	0
1	4	-0.20	0	38	0	0	0	0
1	5	-0.20	64	17	2	2	2	0
2	0	-0.20	0	1	58	61	61	64
2	1	-0.20	0	0	0	0	0	0
2	2	-0.20	0	0	1	1	1	0
2	3	-0.20	0	13	0	0	1	0
2	4	-0.20	0	37	2	1	1	0
2	5	-0.20	64	13	3	1	0	0
3	0	-0.20	0	1	59	59	59	64
3	1	-0.20	0	0	0	0	0	0
3	2	-0.20	0	2	0	0	0	0
3	3	-0.20	0	6	0	0	1	0
3	4	-0.20	0	33	0	0	4	0
3	5	-0.20	64	22	5	5	0	0
4	0	-0.20	0	0	58	59	59	64
4	1	-0.20	0	0	0	0	0	0
4	2	-0.20	0	0	1	0	0	0
4	3	-0.20	0	2	0	0	3	0
4	4	-0.20	0	29	0	2	2	0
4	5	-0.20	64	33	5	3	0	0
5	0	-0.20	0	1	64	64	64	64
5	1	-0.20	0	0	0	0	0	0
5	2	-0.20	0	0	0	0	0	0
5	3	-0.20	0	7	0	0	0	0
5	4	-0.20	0	45	0	0	0	0
5	5	-0.20	64	11	0	0	0	0
6	0	-0.20	0	2	64	64	64	64
6	1	-0.20	0	0	0	0	0	0
6	2	-0.20	0	4	0	0	0	0
6	3	-0.20	0	14	0	0	0	0
6	4	-0.20	0	28	0	0	0	0
6	5	-0.20	64	16	0	0	0	0
7	0	-0.20	0	1	58	58	58	64
7	1	-0.20	0	0	0	0	0	0
7	2	-0.20	0	0	0	0	0	0
7	3	-0.20	0	4	0	0	0	0
7	4	-0.20	0	39	0	0	0	0
7	5	-0.20	64	20	6	6	6	0
8	0	-0.20	0	0	7	10	41	64
8	1	-0.20	0	0	0	6	16	0
8	2	-0.20	0	0	0	5	7	0
8	3	-0.20	0	0	0	10	0	0
8	4	-0.20	0	2	1	13	0	0
8	5	-0.20	64	62	56	20	0	0
0	0	-0.50	0	56	56	56	56	64
0	1	-0.50	0	0	0	0	0	0
0	2	-0.50	0	0	0	0	1	0
0	3	-0.50	0	0	0	0	4	0
0	4	-0.50	0	0	0	1	2	0
0	5	-0.50	64	8	8	7	1	0
1	0	-0.50	0	1	61	61	61	64
1	1	-0.50	0	0	0	0	0	0
1	2	-0.50	0	1	0	0	0	0
1	3	-0.50	0	8	0	0	0	0
1	4	-0.50	0	38	0	0	1	0
1	5	-0.50	64	16	3	3	2	0
2	0	-0.50	0	0	54	59	59	64
2	1	-0.50	0	0	1	0	0	0
2	2	-0.50	0	1	1	0	1	0
2	3	-0.50	0	9	1	1	1	0
2	4	-0.50	0	27	2	0	3	0
2	5	-0.50	64	27	5	4	0	0
3	0	-0.50	0	1	58	58	58	64
3	1	-0.50	0	0	0	0	0	0
3	2	-0.50	0	0	0	0	0	0
3	3	-0.50	0	9	0	0	1	0
3	4	-0.50	0	35	0	0	2	0
3	5	-0.50	64	19	6	6	3	0
4	0	-0.50	0	0	50	56	56	64
4	1	-0.50	0	1	1	0	1	0
4	2	-0.50	0	0	3	1	3	0
4	3	-0.50	0	2	1	0	1	0
4	4	-0.50	0	7	1	2	3	0
4	5	-0.50	64	54	8	5	0	0
5	0	-0.50	0	0	64	64	64	64
5	1	-0.50	0	0	0	0	0	0
5	2	-0.50	0	1	0	0	0	0
5	3	-0.50	0	10	0	0	0	0
5	4	-0.50	0	32	0	0	0	0
5	5	-0.50	64	21	0	0	0	0
6	0	-0.50	0	5	64	64	64	64
6	1	-0.50	0	0	0	0	0	0
6	2	-0.50	0	3	0	0	0	0
6	3	-0.50	0	8	0	0	0	0
6	4	-0.50	0	39	0	0	0	0
6	5	-0.50	64	9	0	0	0	0
7	0	-0.50	0	0	54	54	54	64
7	1	-0.50	0	0	0	0	0	0
7	2	-0.50	0	1	0	0	0	0
7	3	-0.50	0	8	0	0	1	0
7	4	-0.50	0	33	0	0	2	0
7	5	-0.50	64	22	10	10	7	0
8	0	-0.50	0	0	6	11	24	64
8	1	-0.50	0	0	0	3	17	0
8	2	-0.50	0	0	0	5	20	0
8	3	-0.50	0	0	2	5	3	0
8	4	-0.50	0	2	1	7	0	0
8	5	-0.50	64	62	55	33	0	0
0	0	-1.00	0	56	56	56	56	64
0	1	-1.00	0	0	0	0	0	0
0	2	-1.00	0	0	0	0	0	0
0	3	-1.00	0	0	0	0	0	0
0	4	-1.00	0	0	0	0	4	0
0	5	-1.00	64	8	8	8	4	0
1	0	-1.00	0	6	58	58	58	61
1	1	-1.00	0	0	0	0	0	2
1	2	-1.00	0	1	1	1	1	1
1	3	-1.00	0	5	0	0	1	0
1	4	-1.00	0	33	0	0	0	0
1	5	-1.00	64	19	5	5	4	0
2	0	-1.00	0	0	48	57	57	64
2	1	-1.00	0	0	0	0	1	0
2	2	-1.00	0	0	0	0	1	0
2	3	-1.00	0	8	0	0	0	0
2	4	-1.00	0	22	1	1	2	0
2	5	-1.00	64	34	15	6	3	0
3	0	-1.00	0	0	59	59	59	64
3	1	-1.00	0	0	0	0	0	0
3	2	-1.00	0	1	0	0	0	0
3	3	-1.00	0	6	0	0	0	0
3	4	-1.00	0	36	0	0	2	0
3	5	-1.00	64	21	5	5	3	0
4	0	-1.00	0	0	48	55	55	64
4	1	-1.00	0	0	1	1	3	0
4	2	-1.00	0	0	0	0	1	0
4	3	-1.00	0	3	0	0	3	0
4	4	-1.00	0	18	1	1	2	0
4	5	-1.00	64	43	14	7	0	0
5	0	-1.00	0	1	55	55	55	64
5	1	-1.00	0	0	0	0	0	0
5	2	-1.00	0	5	0	0	4	0
5	3	-1.00	0	6	0	0	1	0
