0	0	-4.00	0	53	53	53	53	62
0	1	-4.00	0	0	0	0	1	1
0	2	-4.00	0	1	1	1	0	0
0	3	-4.00	0	0	0	0	1	1
0	4	-4.00	0	0	0	0	1	0
0	5	-4.00	64	10	10	10	8	0
1	0	-4.00	0	4	55	55	55	59
1	1	-4.00	0	0	0	1	1	0
1	2	-4.00	0	0	0	0	0	1
1	3	-4.00	0	10	0	0	1	2
1	4	-4.00	0	31	0	0	0	2
1	5	-4.00	64	19	9	8	7	0
2	0	-4.00	0	0	31	49	51	60
2	1	-4.00	0	0	5	1	2	4
2	2	-4.00	0	0	3	2	1	0
2	3	-4.00	0	0	0	1	0	0
2	4	-4.00	0	5	3	0	2	0
2	5	-4.00	64	59	22	11	8	0
3	0	-4.00	0	3	59	59	59	61
3	1	-4.00	0	0	0	0	1	1
3	2	-4.00	0	1	0	0	0	0
3	3	-4.00	0	9	0	1	0	2
3	4	-4.00	0	30	0	0	0	0
3	5	-4.00	64	21	5	4	4	0
4	0	-4.00	0	0	40	55	58	62
4	1	-4.00	0	0	0	1	2	2
4	2	-4.00	0	0	1	1	1	0
4	3	-4.00	0	2	4	2	1	0
4	4	-4.00	0	5	2	0	0	0
4	5	-4.00	64	57	17	5	2	0
5	0	-4.00	0	2	50	50	50	57
5	1	-4.00	0	0	0	0	1	7
5	2	-4.00	0	1	0	0	2	0
5	3	-4.00	0	4	0	1	4	0
5	4	-4.00	0	34	0	3	1	0
5	5	-4.00	64	23	14	10	6	0
6	0	-4.00	0	0	4	53	53	60
6	1	-4.00	0	0	1	0	0	2
6	2	-4.00	0	0	0	0	0	2
6	3	-4.00	0	0	4	0	0	0
6	4	-4.00	0	0	7	0	0	0
6	5	-4.00	64	64	48	11	11	0
7	0	-4.00	0	1	54	54	54	63
7	1	-4.00	0	0	0	0	0	1
7	2	-4.00	0	0	0	0	0	0
7	3	-4.00	0	9	0	0	0	0
7	4	-4.00	0	38	0	0	1	0
7	5	-4.00	64	16	10	10	9	0
8	0	-4.00	0	0	1	5	11	56
8	1	-4.00	0	0	1	5	35	8
8	2	-4.00	0	0	0	6	14	0
8	3	-4.00	0	0	1	2	4	0
8	4	-4.00	0	0	2	3	0	0
8	5	-4.00	64	64	59	43	0	0
0	0	-5.00	0	37	37	37	37	44
0	1	-5.00	0	0	0	0	0	2
0	2	-5.00	0	0	0	0	1	3
0	3	-5.00	0	0	0	1	0	2
0	4	-5.00	0	1	1	1	1	9
0	5	-5.00	64	26	26	25	25	4
1	0	-5.00	0	13	49	49	49	51
1	1	-5.00	0	0	0	0	1	1
1	2	-5.00	0	2	0	1	0	1
1	3	-5.00	0	12	0	0	0	0
1	4	-5.00	0	15	0	0	1	3
1	5	-5.00	64	22	15	14	13	8
2	0	-5.00	0	0	12	34	36	39
2	1	-5.00	0	0	3	1	1	4
2	2	-5.00	0	0	3	2	1	7
2	3	-5.00	0	0	0	1	1	2
2	4	-5.00	0	0	5	2	7	5
2	5	-5.00	64	64	41	24	18	7
3	0	-5.00	0	5	50	50	50	51
3	1	-5.00	0	0	0	0	1	0
3	2	-5.00	0	1	0	1	0	1
3	3	-5.00	0	10	0	0	0	2
3	4	-5.00	0	27	0	0	0	4
3	5	-5.00	64	21	14	13	13	6
4	0	-5.00	0	0	17	39	40	46
4	1	-5.00	0	0	0	2	2	5
4	2	-5.00	0	0	2	2	4	1
4	3	-5.00	0	0	3	3	1	6
4	4	-5.00	0	0	3	0	3	2
4	5	-5.00	64	64	39	18	14	4
5	0	-5.00	0	3	43	43	44	45
5	1	-5.00	0	0	1	1	0	3
5	2	-5.00	0	1	0	0	0	1
5	3	-5.00	0	9	0	0	0	4
5	4	-5.00	0	23	0	0	2	7
5	5	-5.00	64	28	20	20	18	4
6	0	-5.00	0	0	2	42	44	44
6	1	-5.00	0	0	1	2	1	2
6	2	-5.00	0	0	8	0	1	2
6	3	-5.00	0	0	3	0	0	2
6	4	-5.00	0	0	4	1	1	4
6	5	-5.00	64	64	46	19	17	10
7	0	-5.00	0	4	41	41	41	46
7	1	-5.00	0	0	0	2	4	4
7	2	-5.00	0	2	0	0	0	5
7	3	-5.00	0	10	1	0	1	3
7	4	-5.00	0	17	0	2	3	5
7	5	-5.00	64	31	22	19	15	1
8	0	-5.00	0	0	0	3	5	28
8	1	-5.00	0	0	0	0	1	33
8	2	-5.00	0	0	0	11	18	3
8	3	-5.00	0	0	0	2	7	0
8	4	-5.00	0	0	0	1	22	0
8	5	-5.00	64	64	64	47	11	0
0	0	-6.00	0	1	1	1	1	3
0	1	-6.00	0	0	0	0	0	0
0	2	-6.00	0	0	0	0	0	1
0	3	-6.00	0	0	0	0	0	1
0	4	-6.00	0	0	0	0	0	10
0	5	-6.00	64	63	63	63	63	49
1	0	-6.00	0	2	10	10	11	15
1	1	-6.00	0	0	2	3	3	4
1	2	-6.00	0	1	0	0	2	3
1	3	-6.00	0	2	0	2	1	3
1	4	-6.00	0	4	0	1	3	2
1	5	-6.00	64	55	52	48	44	37
2	0	-6.00	0	0	0	1	1	1
2	1	-6.00	0	0	0	0	0	0
2	2	-6.00	0	0	0	0	0	1
2	3	-6.00	0	0	0	1	1	5
2	4	-6.00	0	0	0	1	1	7
2	5	-6.00	64	64	64	61	61	50
3	0	-6.00	0	3	8	8	8	11
3	1	-6.00	0	0	0	0	1	3
3	2	-6.00	0	0	0	0	4	2
3	3	-6.00	0	1	0	3	2	4
3	4	-6.00	0	3	0	1	2	5
3	5	-6.00	64	57	56	52	47	39
4	0	-6.00	0	0	1	8	10	14
4	1	-6.00	0	0	1	7	7	5
4	2	-6.00	0	0	0	1	1	6
4	3	-6.00	0	0	0	3	3	7
4	4	-6.00	0	0	0	8	8	9
4	5	-6.00	64	64	62	37	35	23
5	0	-6.00	0	1	9	9	10	15
5	1	-6.00	0	0	0	2	5	5
5	2	-6.00	0	0	0	2	3	3
5	3	-6.00	0	1	1	1	1	4
5	4	-6.00	0	5	0	2	5	10
5	5	-6.00	64	57	54	48	40	27
6	0	-6.00	0	0	0	18	18	23
6	1	-6.00	0	0	2	2	2	4
6	2	-6.00	0	0	3	4	4	3
6	3	-6.00	0	0	1	2	4	3
6	4	-6.00	0	0	8	0	1	3
6	5	-6.00	64	64	50	38	35	28
7	0	-6.00	0	1	11	11	15	22
7	1	-6.00	0	0	0	3	7	5
7	2	-6.00	0	1	0	1	4	1
7	3	-6.00	0	2	0	1	0	10
7	4	-6.00	0	5	2	11	6	8
7	5	-6.00	64	55	51	37	32	18
8	0	-6.00	0	0	0	0	0	1
8	1	-6.00	0	0	0	0	0	5
8	2	-6.00	0	0	0	2	4	22
8	3	-6.00	0	0	0	6	9	20
8	4	-6.00	0	0	0	11	21	16
8	5	-6.00	64	64	64	45	30	0
0	0	-7.00	0	0	0	0	0	0
0	1	-7.00	0	0	0	0	0	0
0	2	-7.00	0	0	0	0	0	0
0	3	-7.00	0	0	0	0	0	0
0	4	-7.00	0	0	0	0	0	0
0	5	-7.00	64	64	64	64	64	64
1	0	-7.00	0	0	0	0	0	0
1	1	-7.00	0	0	0	0	0	0
1	2	-7.00	0	0	0	0	0	0
1	3	-7.00	0	0	0	0	0	0
1	4	-7.00	0	0	0	0	0	0
1	5	-7.00	64	64	64	64	64	64
2	0	-7.00	0	0	0	0	0	0
2	1	-7.00	0	0	0	0	0	0
2	2	-7.00	0	0	0	0	0	0
2	3	-7.00	0	0	0	0	0	0
2	4	-7.00	0	0	0	0	0	0
2	5	-7.00	64	64	64	64	64	64
3	0	-7.00	0	0	0	0	0	0
3	1	-7.00	0	0	0	0	0	0
3	2	-7.00	0	0	0	0	0	0
3	3	-7.00	0	0	0	0	0	0
3	4	-7.00	0	0	0	0	0	0
3	5	-7.00	64	64	64	64	64	64
4	0	-7.00	0	0	0	0	0	0
4	1	-7.00	0	0	0	0	0	0
4	2	-7.00	0	0	0	0	0	0
4	3	-7.00	0	0	0	0	0	0
4	4	-7.00	0	0	0	0	0	0
4	5	-7.00	64	64	64	64	64	64
5	0	-7.00	0	0	0	0	0	0
5	1	-7.00	0	0	0	0	0	0
5	2	-7.00	0	0	0	0	0	0
5	3	-7.00	0	0	0	0	0	0
5	4	-7.00	0	0	0	0	0	0
5	5	-7.00	64	64	64	64	64	64
6	0	-7.00	0	0	0	0	0	0
6	1	-7.00	0	0	0	0	0	0
6	2	-7.00	0	0	0	0	0	0
6	3	-7.00	0	0	0	0	0	0
6	4	-7.00	0	0	0	0	0	0
6	5	-7.00	64	64	64	64	64	64
7	0	-7.00	0	0	0	0	0	0
7	1	-7.00	0	0	0	0	0	0
7	2	-7.00	0	0	0	0	0	0
7	3	-7.00	0	0	0	0	0	0
7	4	-7.00	0	0	0	0	0	0
7	5	-7.00	64	64	64	64	64	64
8	0	-7.00	0	0	0	0	0	0
8	1	-7.00	0	0	0	0	0	0
8	2	-7.00	0	0	0	0	0	0
8	3	-7.00	0	0	0	0	0	0
8	4	-7.00	0	0	0	0	0	0
8	5	-7.00	64	64	64	64	64	64
