-1	0	1.4081e+08	
-1	1e-05	1.7268e+06	
-1	0.0001	1.7268e+06	
-1	0.001	1.7268e+06	
-1	0.01	9.8666e+05	
-1	0.1	0	
-2	0	1.4081e+08	
-2	1e-05	1.7307e+06	
-2	0.0001	1.7307e+06	
-2	0.001	1.7307e+06	
-2	0.01	1.439e+06	
-2	0.1	0	
-3	0	1.4081e+08	
-3	1e-05	1.791e+06	
-3	0.0001	1.791e+06	
-3	0.001	1.791e+06	
-3	0.01	1.5847e+06	
-3	0.1	0	
-4	0	1.4081e+08	
-4	1e-05	1.7268e+06	
-4	0.0001	1.7268e+06	
-4	0.001	1.7268e+06	
-4	0.01	1.5016e+06	
-4	0.1	0	
