-1	0	6.5229e+08	
-1	1e-05	3.8698e+08	
-1	0.0001	63504	
-1	0.001	784	
-1	0.01	0	
-1	0.1	0	
-2	0	6.5229e+08	
-2	1e-05	4.5855e+08	
-2	0.0001	1.9867e+06	
-2	0.001	4.0376e+05	
-2	0.01	784	
-2	0.1	0	
-3	0	6.5229e+08	
-3	1e-05	4.011e+08	
-3	0.0001	3.6112e+07	
-3	0.001	1.157e+07	
-3	0.01	1.9051e+05	
-3	0.1	0	
-4	0	6.5229e+08	
-4	1e-05	3.9199e+08	
-4	0.0001	6.0716e+07	
-4	0.001	4.1681e+07	
-4	0.01	6.0196e+06	
-4	0.1	1568	
-5	0	6.5229e+08	
-5	1e-05	4.0298e+08	
-5	0.0001	8.2249e+07	
-5	0.001	7.3716e+07	
-5	0.01	3.4417e+07	
-5	0.1	2.595e+05	
-6	0	6.5229e+08	
-6	1e-05	4.9498e+08	
-6	0.0001	1.59e+08	
-6	0.001	1.5808e+08	
-6	0.01	1.2972e+08	
-6	0.1	3.0087e+07	
-7	0	6.5229e+08	
-7	1e-05	6.4935e+08	
-7	0.0001	4.1144e+08	
-7	0.001	4.0954e+08	
-7	0.01	3.918e+08	
-7	0.1	2.4078e+08	
-8	0	6.5229e+08	
-8	1e-05	6.5229e+08	
-8	0.0001	6.5229e+08	
-8	0.001	6.5229e+08	
-8	0.01	6.5229e+08	
-8	0.1	6.1563e+08	
