-1	0	6.4426e+09	
-1	1e-05	5.3603e+09	
-1	0.0001	8.7219e+07	
-1	0.001	2.879e+07	
-1	0.01	2.0698e+05	
-1	0.1	0	
-2	0	6.4426e+09	
-2	1e-05	5.361e+09	
-2	0.0001	1.1577e+08	
-2	0.001	7.1182e+07	
-2	0.01	1.1476e+07	
-2	0.1	784	
-3	0	6.4426e+09	
-3	1e-05	5.6452e+09	
-3	0.0001	6.0105e+08	
-3	0.001	3.4369e+08	
-3	0.01	6.9042e+07	
-3	0.1	4.6962e+06	
-4	0	6.4426e+09	
-4	1e-05	5.7688e+09	
-4	0.0001	8.0879e+08	
-4	0.001	4.616e+08	
-4	0.01	2.3356e+08	
-4	0.1	1.0265e+08	
